id,question,answer,condition,medical_specialty,question_type
2878,"Depois de fazer implante dentário ,algumas semanas depois comecei a ter zumbidos nos ouvidos . Teria relação com o implante ?Qual procedimento devo fazer ?Desde já agradeço !!",Olá. Implante dentário e DTM não são concomitantes ou consequência. Te aconselho a procurar um(a) dentista especialista em DTM para seu diagnóstico ser correto e um tratamento que seja benéfico e eficaz para seu caso.,Disfunção da ATM,"Dentista, Cirurgião buco-maxilo-facial",Diagnóstico
2879,"Tenho DTM, sinto um estalo quando abro a boca completamente. Não sinto dores ainda. Dentistas me orientaram a fazer o tratamento ortodôntico. Porém o buco disse que não é certeza que irá resolver o problema. Porém ele não me passou nenhum tratamento. É o mais indicado se não há dores?","Olá. Inicialmente você precisa ter um diagnóstico de qual DTM você possua.Há diversas classificações, e causas.Salvo raras exceções, ortodontia NÃO é tratamento para as disfunções.Sugiro consultar um especialista em DTM. Pode procurar pelo site da SBDOF",Disfunção da ATM,"Cirurgião buco-maxilo-facial, Dentista",Tratamento
2880,"Tenho DTM, sinto um estalo quando abro a boca completamente. Não sinto dores ainda. Dentistas me orientaram a fazer o tratamento ortodôntico. Porém o buco disse que não é certeza que irá resolver o problema. Porém ele não me passou nenhum tratamento. É o mais indicado se não há dores?","Hoje está cientificamente comprovado que o tratamento ortodontico (uso de aparelhos), assim como qualquer indicação de correção da oclusão, são completamente ineficientes e ineficazes para resolver problemas de disfunções da ATM (DTM). Da mesma forma, cirurgias não têm indicação em mais de 97 dos casos. Procure sempre um dentista, especialista em DTM e Dor Orofacial. Visite o site da SBDOF e terá um excelente indicador profissional.",Disfunção da ATM,Dentista,Tratamento
2881,"Tenho DTM, sinto um estalo quando abro a boca completamente. Não sinto dores ainda. Dentistas me orientaram a fazer o tratamento ortodôntico. Porém o buco disse que não é certeza que irá resolver o problema. Porém ele não me passou nenhum tratamento. É o mais indicado se não há dores?","A DTM precisa em alguns casos de atenção multidisciplinar, incluindo o dentista, Fisioterapeuta, fonoaldiologo e as vezes médico. Porém o tratamento é realizado pelo Fisioterapeuta através de recursos manuais de liberação muscular e manipulação articular podendo usar eletrotermoterapia quando há dor e até a acupuntura pode ser associada.",Disfunção da ATM,Fisioterapeuta,Tratamento
2882,"Tenho DTM, sinto um estalo quando abro a boca completamente. Não sinto dores ainda. Dentistas me orientaram a fazer o tratamento ortodôntico. Porém o buco disse que não é certeza que irá resolver o problema. Porém ele não me passou nenhum tratamento. É o mais indicado se não há dores?","Prezado (a), como os colegas falaram, a sua DTM precisa de um diagnóstico (articular, muscular...) para montar plano de tratamento específico no seu caso. Hoje, temos o tratamento multidisciplinar da fisioterapia com a odontologia só tem a acrescentar ao paciente. Procure sempre profissionais capacitados.Espero ter ajudado, melhoras!",Disfunção da ATM,Fisioterapeuta,Tratamento
2883,"Tenho DTM, sinto um estalo quando abro a boca completamente. Não sinto dores ainda. Dentistas me orientaram a fazer o tratamento ortodôntico. Porém o buco disse que não é certeza que irá resolver o problema. Porém ele não me passou nenhum tratamento. É o mais indicado se não há dores?","A má oclusão é um dos eventos que leva a DTM, mas nos deparamos com pacientes que não necessitam usar aparelhagem fixa e têm DTM. Eu faço uma consulta de 1 hora aonde eu faço uma anamnese detalhada do paciente e diferencio o diagnóstico e plano de tratamento individualizado para cada paciente dependendo do problema apresentado.",Disfunção da ATM,"Dentista, Especialista em harmonização orofacial",Tratamento
2884,"Tenho DTM, sinto um estalo quando abro a boca completamente. Não sinto dores ainda. Dentistas me orientaram a fazer o tratamento ortodôntico. Porém o buco disse que não é certeza que irá resolver o problema. Porém ele não me passou nenhum tratamento. É o mais indicado se não há dores?","Bom dia! Primeiramente é necessário diagnosticar qual o tipo de DTM que você tem. Os estudos mostram que o tratamento ortodôntico não trata a DTM... existem outros fatores que contribuem para as disfunções, portanto, é necessário você fazer uma consulta com um especialista nesta área.",Disfunção da ATM,Dentista,Tratamento
2885,"Tenho DTM, sinto um estalo quando abro a boca completamente. Não sinto dores ainda. Dentistas me orientaram a fazer o tratamento ortodôntico. Porém o buco disse que não é certeza que irá resolver o problema. Porém ele não me passou nenhum tratamento. É o mais indicado se não há dores?","Aconselho você procurar um especialista em ATM, assim o profissional vai avaliar o nível da sua disfunção, e então te indicar o melhor tratamento para reverter seu caso.Se iniciar com o tratamento ortodôntico pode aumentar o grau de sua disfunção e até mesmo encadear sintomas como dor.",Disfunção da ATM,"Dentista, Cirurgião buco-maxilo-facial",Tratamento
2886,"Sinto muitas dores na cabeça, atrás do olho, na têmpora, no ouvido, na cervical e até nas costas, parecendo ser no músculo, tudo do lado direito, pode ser atm?","Olha. Pelas suas queixas múltiplas, fica difícil avaliarmos o seu caso. Você pode ter DTM, pois há diversas queixas que são compatíveis conjuntamente com as dores da face. Consulte um especialista. Você pode achar pelo site SBDOF",Disfunção da ATM,"Cirurgião buco-maxilo-facial, Dentista",Diagnóstico
2887,"Sinto muitas dores na cabeça, atrás do olho, na têmpora, no ouvido, na cervical e até nas costas, parecendo ser no músculo, tudo do lado direito, pode ser atm?","Olá! Sugiro que busque inicialmente um neurologista ou um médico especialista em dor. Após análise cuidadosa do caso, ele poderá te indicar ou não para um atendimento complementar com um especialista em DTM.Vamos começar por uma análise geral antes de chegar ao específico ;)Grande abraço",Disfunção da ATM,Dentista,Diagnóstico
2888,"Sinto muitas dores na cabeça, atrás do olho, na têmpora, no ouvido, na cervical e até nas costas, parecendo ser no músculo, tudo do lado direito, pode ser atm?","Prezado (a), sugiro que procure um especialista em DTM (disfunção da articulação temporomandibular), para a análise da sintomatologia dita. Os seus sintomas se encaixam numa DTM, mas é interessante fazer um diagnóstico diferencial de síndrome miofascial.A parte mais importante é a avaliação, para que o profissional que irá seguir com você consiga montar um plano de tratamento específico pra seu problema.Espero ter ajudado. Abraço",Disfunção da ATM,Fisioterapeuta,Diagnóstico
2889,"Sinto muitas dores na cabeça, atrás do olho, na têmpora, no ouvido, na cervical e até nas costas, parecendo ser no músculo, tudo do lado direito, pode ser atm?",Sugiro que possa passar pelo médico ou especialista buco Maxilo. Pode ser da DTM ou não. Mas pelos sintomas clássicos é sugestivo problemas da DTM. Terá que realizar radiografia e ressonância para fechar o diagnóstico. Boa sorte,Disfunção da ATM,Fisioterapeuta,Diagnóstico
2890,"Sinto muitas dores na cabeça, atrás do olho, na têmpora, no ouvido, na cervical e até nas costas, parecendo ser no músculo, tudo do lado direito, pode ser atm?","Concordo com a posição dos colegas acima.Depois de consultar-se com um médico e descartar problemas de origem neurológica, muscular ou otológica, este deve te encaminhar ao profissional que possa dar sequência ao seu tratamento.",Disfunção da ATM,Dentista,Diagnóstico
2891,"Sinto muitas dores na cabeça, atrás do olho, na têmpora, no ouvido, na cervical e até nas costas, parecendo ser no músculo, tudo do lado direito, pode ser atm?","Olá, pela sintomatologia clínica que você apresenta realmente pode ser DTM, aconselho a procurar um dentista especialista em DTM ou mesmo um protesista ou periodontista que poderão avaliar sua oclusão e fazer o diagnóstico. Se necessário te encaminharão para neurologista. Abraços",Disfunção da ATM,Dentista,Diagnóstico
2892,"Sinto muitas dores na cabeça, atrás do olho, na têmpora, no ouvido, na cervical e até nas costas, parecendo ser no músculo, tudo do lado direito, pode ser atm?","Teria que fazer uma anamnese detalhada para ver se é DTM muscular , articular ou as duas para estabelecer um diagnóstico e um plano de tratamento correto.",Disfunção da ATM,"Dentista, Especialista em harmonização orofacial",Diagnóstico
2893,"Uso aparelho ortodôntico, a mais de um ano, mas não me sinto confortável, sinto um certo desconforto, parece que meus dentes não se encaixam direito, e também sinto flacidez muscular na face. Será que tenho DTM?",Olá. É normal sentir um certo desconforto pois os dentes ainda não estão completamente encaixados. Isso não significa que tenha uma DTM. O seu organismo ainda está se adaptando às mudanças.,Disfunção da ATM,"Dentista, Terapeuta complementar",Diagnóstico
2894,"Uso aparelho ortodôntico, a mais de um ano, mas não me sinto confortável, sinto um certo desconforto, parece que meus dentes não se encaixam direito, e também sinto flacidez muscular na face. Será que tenho DTM?","Olá! O tratamento ortodôntico varia de caso para caso mas asseguro que uma das finalidades é a relação inter-maxilar, isto é a oclusão (encaixe). Um ano dependendo do caso, ainda seja cedo.",Disfunção da ATM,Ortodontista,Diagnóstico
2895,"Uso aparelho ortodôntico, a mais de um ano, mas não me sinto confortável, sinto um certo desconforto, parece que meus dentes não se encaixam direito, e também sinto flacidez muscular na face. Será que tenho DTM?","Olá. O tratamento ortodontico é realizado com trocas de fios e dispositivos buscando a melhor oclusão possivel, porém isto é feito de forma gradual e muitas vezes é preciso para o correto alinhamento e nivelamento dos dentes, realizar certas decompensações que podem dar a falsa impressão que o objetivo não está sendo alcançado. Quanto a DTM (disfunção temporo mandibular) o termo é bem generalista e a fraqueza muscular é apenas um sinal dentre tantos outros que podem estar presentes, como estalos articulares, dores, fadiga, limitações de movimentação e outros. Sugiro você conversar melhor com o ortodontista e se preciso avaliar a ATM com um especialista.",Disfunção da ATM,Cirurgião buco-maxilo-facial,Diagnóstico
2896,"Uso aparelho ortodôntico, a mais de um ano, mas não me sinto confortável, sinto um certo desconforto, parece que meus dentes não se encaixam direito, e também sinto flacidez muscular na face. Será que tenho DTM?","Tenho que fazer uma avaliação do seu caso, fazer uma Anamnese para te dar uma opinião.",Disfunção da ATM,"Dentista, Especialista em harmonização orofacial",Diagnóstico
2897,"Tenho dores de cabeça constantes, pressão e chiado nos ouvidos. Um médico mandou eu procurar um dentista. Um buco maxilo seria o mais indicado?","Prezado (a), o profissional mais indicado seria um dentista especialista em disfunção temporomandibular, você pode encontrá-los no site da Sociedade Brasileira de disfunção temporomandibular e dor orofacial (SBDOF).La você encontra os melhores profissionais na área, os profissionais capacitados.A DTM pode ser tratada de forma multidisciplinar, por isso eu, como fisioterapeuta respondi sua pergunta!Boa sorte na procura, melhoras!",Disfunção da ATM,Fisioterapeuta,Escolha de profissionais de saúde
2898,"Tenho dores de cabeça constantes, pressão e chiado nos ouvidos. Um médico mandou eu procurar um dentista. Um buco maxilo seria o mais indicado?","Já há boas sugestões anteriores, há bons especialistas em DTM com diferentes origens de formação. Assim como muitos especialistas em cirurgia Bucomaxilofacial são bem treinados em disfunção temporomandibular - uma dos possíveis problemas de saúde a explicar as queixas descritas. Veja o que está mais disponível na sua região, ou dentro das coberturas de seus planos de saúde.Contudo, como você descreve chiado nos ouvidos, em algum momento é prudente passar por profissional da Otorrinolaringologia, a fim de descartar causa audiológica primária. Sucesso em sua busca.",Disfunção da ATM,Cirurgião buco-maxilo-facial,Escolha de profissionais de saúde
2899,"Tenho dores de cabeça constantes, pressão e chiado nos ouvidos. Um médico mandou eu procurar um dentista. Um buco maxilo seria o mais indicado?","Olá! O cirurgião dentista mais indicado para o caso é o especialista em DTM, o qual trata das disfunções da ATM.",Disfunção da ATM,Dentista,Escolha de profissionais de saúde
2900,"Tenho dores de cabeça constantes, pressão e chiado nos ouvidos. Um médico mandou eu procurar um dentista. Um buco maxilo seria o mais indicado?","Olá. Para avaliação e tratamento, sugiro buscar um cirurgião dentista de outra especialidade: DTM e dor orofacial.Você pode procurar especialistas pelo site da SBDOF.Boa sorte",Disfunção da ATM,"Cirurgião buco-maxilo-facial, Dentista",Escolha de profissionais de saúde
2901,"Tenho dores de cabeça constantes, pressão e chiado nos ouvidos. Um médico mandou eu procurar um dentista. Um buco maxilo seria o mais indicado?",O cirurgião dentista mais indicado é o especialista em DTM.,Disfunção da ATM,Dentista,Escolha de profissionais de saúde
2902,"Tenho dores de cabeça constantes, pressão e chiado nos ouvidos. Um médico mandou eu procurar um dentista. Um buco maxilo seria o mais indicado?","Olá, sua sintomatologia tem relação com uma Disfunção Temporomandibular, procure um especialista em DTM, para o profissional te avaliar, diagnosticar e te indicar o melhor tratamento para reverter seu caso.",Disfunção da ATM,"Dentista, Cirurgião buco-maxilo-facial",Escolha de profissionais de saúde
2903,"Tenho muitas dores de cabeça e recentemente venho tendo luxações repetitivas na musculatura. Sinto Muita dor. Já usei aparelho , porém era muito duro e piorava minhas dores. Preciso de ajuda.","Precisaria fazer uma anamnese detalhada para saber o melhor tratamento para você. Quando as dores são devido ao travar e ranger dos dentes, ao invés de usar a placa de bruxismo, aplicamos a toxina botulínica.",Disfunção da ATM,"Dentista, Especialista em harmonização orofacial",Diagnóstico
2904,"Tenho muitas dores de cabeça e recentemente venho tendo luxações repetitivas na musculatura. Sinto Muita dor. Já usei aparelho , porém era muito duro e piorava minhas dores. Preciso de ajuda.",Boa tarde! Sugiro que consulte um especialista em Disfunção temporomandibular (DTM).,Disfunção da ATM,Dentista,Diagnóstico
2905,"Tenho muitas dores de cabeça e recentemente venho tendo luxações repetitivas na musculatura. Sinto Muita dor. Já usei aparelho , porém era muito duro e piorava minhas dores. Preciso de ajuda.","É necessário uma avaliação clínica e de imagens para fechar o diagnóstica, para poder indicar o melhor procedimento.Fico a disposição.",Disfunção da ATM,"Cirurgião buco-maxilo-facial, Dentista",Diagnóstico
2906,"Tenho muitas dores de cabeça e recentemente venho tendo luxações repetitivas na musculatura. Sinto Muita dor. Já usei aparelho , porém era muito duro e piorava minhas dores. Preciso de ajuda.",Olá. Casos de enxaqueca e dores de cabeça respondem muito bem ao tratamento com toxina botulínica. Pode ter relação também com bruxismo. Consulte um especialista em DTM ou em Harmonização Orofacial para avaliar. Boa sorte.,Disfunção da ATM,"Dentista, Terapeuta complementar",Diagnóstico
2907,"Tenho muitas dores de cabeça e recentemente venho tendo luxações repetitivas na musculatura. Sinto Muita dor. Já usei aparelho , porém era muito duro e piorava minhas dores. Preciso de ajuda.","Olá, existem vários fatores como, desajuste da oclusão, apartamento, bruxismo, ou outros hábitos parfuncionais que podem estar associados. É necessário uma avaliação clínica minuciosa para um correto dignostico. Estou à disposição .",Disfunção da ATM,Dentista,Diagnóstico
2908,"Tenho enxaqueca e bruxismo, já uso um aparelho móvel por indicação médica mais, as crises continuam, será que o aparelho que estou usando está errado?","Olá. Há que se tratar conjuntamente o seu caso, com um especialista em DTM e Dor Orofacial em conjunto com neurologista.Sugiro procurar um especialista pelo site da SBDOF.",Disfunção da ATM,"Cirurgião buco-maxilo-facial, Dentista",Tratamento
2909,"Tenho enxaqueca e bruxismo, já uso um aparelho móvel por indicação médica mais, as crises continuam, será que o aparelho que estou usando está errado?",Olá. Somente o aparelho móvel não é suficiente para tratar o seu bruxismo e a enxaqueca. Consulte um especialista DTM e um neurologista para um tratamento multidisciplinar.,Disfunção da ATM,Dentista,Tratamento
2910,"Tenho enxaqueca e bruxismo, já uso um aparelho móvel por indicação médica mais, as crises continuam, será que o aparelho que estou usando está errado?","Não necessariamente a placa está errada, teria que ser avaliada com certeza, mas mesmo com uma placa bem confeccionada e adequada ao caso, às vezes precisamos de alternativas auxiliares. Casos de bruxismo são multifatoriais, portanto, por vezes o tratamento deve ser multidiscilplinar. Agende uma avaliação com um especialista em DTM.",Disfunção da ATM,"Ortodontista, Dentista",Tratamento
2911,"Tenho enxaqueca e bruxismo, já uso um aparelho móvel por indicação médica mais, as crises continuam, será que o aparelho que estou usando está errado?","Olá. O seu caso seria necessária um especialista em DTM, uma avaliação clínica é excepcional para um diagnóstico correto. Geralmente, associa-se o tratamento com uma ortodontia para prosseguir com seu caso.",Disfunção da ATM,"Dentista, Cirurgião buco-maxilo-facial",Tratamento
2912,"Minha mandíbula esta deslocada quando abro a boca ele estrala e meu ouvido esquerdo esta palpitando, que devo fazer?","Para poder fazer o diagnóstico mais preciso e poder orientá-la(o) quanto ao tipo de tratamento possível, o melhor é marcar uma avaliação principalmente neste período onde estão ocorrendo esses sintomas.",Disfunção da ATM,Cirurgião buco-maxilo-facial,Tratamento
2913,"Minha mandíbula esta deslocada quando abro a boca ele estrala e meu ouvido esquerdo esta palpitando, que devo fazer?","Olá, nenhuma articulação do corpo deveria ter sua função alterada, tanto em relação ao movimento quanto a ruídos ou desconforto. Muito provavelmente você está com suas ATM (articulações temporomandibulares) afetadas, e somente um exame clínico acompanhado de exames por imagens (ressonância magnética) poderia revelar o grau de comprometimento das suas ATM. Procure um especialista, ok? Até...",Disfunção da ATM,"Cirurgião buco-maxilo-facial, Ortodontista",Tratamento
2914,"Minha mandíbula esta deslocada quando abro a boca ele estrala e meu ouvido esquerdo esta palpitando, que devo fazer?","Sugiro que procure um especialista em DTM, para que possa ser feita uma avaliação minuciosa do seu caso e indicado o melhor tratamento para você!",Disfunção da ATM,Dentista,Tratamento
2915,"Minha mandíbula esta deslocada quando abro a boca ele estrala e meu ouvido esquerdo esta palpitando, que devo fazer?","Olá. Primeiramente nada como uma avaliação correta com um especialista em DTM pois seu quadro pode se enquadrar, disfunção temporo-mandibular, que irá diagnosticar e te orientar da maneira correta.",Disfunção da ATM,"Dentista, Cirurgião buco-maxilo-facial",Tratamento
2916,"Estou com a ATM inchada, sinto meu ouvido estralando, está impossível ficar deitada. Gostaria de saber como isso aliviar esse desconforto? Já tenho consulta marcada, mas não estou conseguindo lidar com essa dor!","Para estes casos de ATM o correto seria realizar uma avaliação com especialista, a fim de averiguar se está ocorrendo uma disfunção tipicamente articular, muscular ou mista! Para cada caso pode ser abordado um tratamento específico, que tangem desde medicamentos analgésicos, miorrelaxantes e anti-inflamatórios, utilizações de placa miorrelaxante, fisioterapias, e etc, mas como citei cada caso é individualizado e específico, sendo a recomendação procurar um especialista mais próximo para análise e tratamento do caso.",Disfunção da ATM,Dentista,Tratamento
2917,"Estou com a ATM inchada, sinto meu ouvido estralando, está impossível ficar deitada. Gostaria de saber como isso aliviar esse desconforto? Já tenho consulta marcada, mas não estou conseguindo lidar com essa dor!",Olá..de fato seu relato pode estar relacionado a uma patologia da ATM..na qual eh imprescindível numa avaliação criteriosa.. clínica e por vezes através de exames de imagem..dentre outros..de qq forma uma alimentação de menos consistência para menos sobrecarga articular..associada a analgésicos e compressas pode trazeralgum alívio de caráter paliativo..Não deixe de procurar seu dentista e especialista em patologia da ATM..Atenciosamente.,Disfunção da ATM,"Dentista, Cirurgião buco-maxilo-facial",Tratamento
2918,"Estou com a ATM inchada, sinto meu ouvido estralando, está impossível ficar deitada. Gostaria de saber como isso aliviar esse desconforto? Já tenho consulta marcada, mas não estou conseguindo lidar com essa dor!","Inicialmente tem que ser avaliado o tipo de DTM que vc porventura tenha. Fica difícil darmos im diagnóstico sem examinar. Mas podem estar afetadas a ATM, bem como a musculatura. Sugiro que marque consulta com um especialista em DTM. Você pode achar no site da SBDOF.",Disfunção da ATM,"Cirurgião buco-maxilo-facial, Dentista",Tratamento
2919,"Estou com a ATM inchada, sinto meu ouvido estralando, está impossível ficar deitada. Gostaria de saber como isso aliviar esse desconforto? Já tenho consulta marcada, mas não estou conseguindo lidar com essa dor!","Além da avaliação com um dentista especialista em ATM, a atuação do fisioterapeuta, nestes casos, traz grandes benefícios para os sintomas. Utilizamos desde aparelhos à técnicas manuais. Procure um fisioterapeuta especialista em ATM.",Disfunção da ATM,Fisioterapeuta,Tratamento
2920,"Tenho tido crises de dores de cabeça muito fortes que me fazem até a não lembrar das coisas que acontecem naquele momento, tenho nodulos atras das orelhas e no pescoço bem no pé da cabeça. Já fui diagnosticada com DTM, Tomo piroxican e miosan mas não tem mais adiantado, as crises podem ser da DTM?","Embora as dores de cabeça sejam achados frequentes em pacientes com DTM, a perda de memória e, sobretudo, a presença de linfonodos infartado não são achados compatíveis com a DTM.Recomento buscar avaliação com cirurgião de cabeça e pescoço (médico) e, num segundo momento, neurologista.",Disfunção da ATM,Cirurgião buco-maxilo-facial,Diagnóstico
2921,"Tenho tido crises de dores de cabeça muito fortes que me fazem até a não lembrar das coisas que acontecem naquele momento, tenho nodulos atras das orelhas e no pescoço bem no pé da cabeça. Já fui diagnosticada com DTM, Tomo piroxican e miosan mas não tem mais adiantado, as crises podem ser da DTM?","Olá, realmente pode ser DTM. Sugiro procurar um especialista pelo site da SBDOF. Boa sorte",Disfunção da ATM,"Cirurgião buco-maxilo-facial, Dentista",Diagnóstico
2922,"Tenho tido crises de dores de cabeça muito fortes que me fazem até a não lembrar das coisas que acontecem naquele momento, tenho nodulos atras das orelhas e no pescoço bem no pé da cabeça. Já fui diagnosticada com DTM, Tomo piroxican e miosan mas não tem mais adiantado, as crises podem ser da DTM?","Prezado (a), o sintoma de cefaleia pode sim estar associada DTM, agora a perca da memória como foi descrito não tem ligação. A questão dos nódulos teriam que ser avaliados para melhor investigação, podendo ser um ponto de tensão satélite ou linfonodo como o colega falou acima.Sugiro que procurare um dentista especialista na área para melhor investigação dos sintomas, assim como um fisioterapeuta na área para um tratamento multidisciplinar eficaz contra os sintomas.Espero ter ajudado, melhoras",Disfunção da ATM,Fisioterapeuta,Diagnóstico
2923,"Tenho tido crises de dores de cabeça muito fortes que me fazem até a não lembrar das coisas que acontecem naquele momento, tenho nodulos atras das orelhas e no pescoço bem no pé da cabeça. Já fui diagnosticada com DTM, Tomo piroxican e miosan mas não tem mais adiantado, as crises podem ser da DTM?","Sim podem ser decorrentes da disfunção das articulações temporomandibulares , a terapia medicamentosa apenas alivia os sintomas . procure um especialista o mais breve possível para um correto diagnostico e tratamento.",Disfunção da ATM,"Dentista, Cirurgião buco-maxilo-facial",Diagnóstico
2924,"Tenho varios estalos no maxilar quando abro a boca e também quando mastigo e sinto muita dor de ouvido sinto como se tivesse uma reção enorme,e a umas duas semanas apareceu um caroço atras da minha orelha pode ser ATM","Olá! Pelo seu quadro descrito, caso não tenha nenhum comprometimento no ouvido, parece realmente uma disfunção temporomandibular. É muito comum a queixa de dor de ouvido em pacientes com DTM, Acabamos recebendo diversos pacientes vindo do otorrino em vista destas dores. Sugiro que procure um especialista em DTM e Dor Orofacial pelo site da SBDOF",Disfunção da ATM,"Cirurgião buco-maxilo-facial, Dentista",Diagnóstico
2925,"Tenho varios estalos no maxilar quando abro a boca e também quando mastigo e sinto muita dor de ouvido sinto como se tivesse uma reção enorme,e a umas duas semanas apareceu um caroço atras da minha orelha pode ser ATM",Olá! Pode ser algum problema na ATM sim. Consulte o seu cirurgião Buco-maxilo-facial para um melhor diagnóstico!,Disfunção da ATM,Cirurgião buco-maxilo-facial,Diagnóstico
2926,"Tenho varios estalos no maxilar quando abro a boca e também quando mastigo e sinto muita dor de ouvido sinto como se tivesse uma reção enorme,e a umas duas semanas apareceu um caroço atras da minha orelha pode ser ATM","Muito provável que seja disfunções da ATM, procure um Cirurgião Buco Maxilo Facial ou especialista em DTM (caso não seja caso cirúrgico).",Disfunção da ATM,Dentista,Diagnóstico
2927,"Tenho varios estalos no maxilar quando abro a boca e também quando mastigo e sinto muita dor de ouvido sinto como se tivesse uma reção enorme,e a umas duas semanas apareceu um caroço atras da minha orelha pode ser ATM",Olá! Possivelmente sim. Preciso avaliar seu caso em consultório.,Disfunção da ATM,"Cirurgião buco-maxilo-facial, Dentista",Diagnóstico
2928,"Tenho varios estalos no maxilar quando abro a boca e também quando mastigo e sinto muita dor de ouvido sinto como se tivesse uma reção enorme,e a umas duas semanas apareceu um caroço atras da minha orelha pode ser ATM","Você pode estar com DTM, mas é preciso fazer uma consulta com especialista para o diagnóstico.Consulte um especialista em Disfunção Temporomandibular e Dor Orofacial. No site da SBDOF ( você encontra mais informações sobre o seu problema e sobre profissionais que poderão atendê-la(o).",Disfunção da ATM,Dentista,Diagnóstico
2929,"Tenho varios estalos no maxilar quando abro a boca e também quando mastigo e sinto muita dor de ouvido sinto como se tivesse uma reção enorme,e a umas duas semanas apareceu um caroço atras da minha orelha pode ser ATM","Olá, tudo bem??Grande probabilidade de ser disfunção da ATM, procure um especialista em Disfunção temporomandibular. Espero ter ajudado.",Disfunção da ATM,Dentista,Diagnóstico
2930,"Tenho varios estalos no maxilar quando abro a boca e também quando mastigo e sinto muita dor de ouvido sinto como se tivesse uma reção enorme,e a umas duas semanas apareceu um caroço atras da minha orelha pode ser ATM","Prezado (a), muitos pacientes relatam sintomas semelhantes ao seu e tem como diagnóstico a disfunção da ATM. Sugiro que procure um dentista especialista em DTM (no site da SBDOF você encontra os melhores profissionais) para só então ser traçado a conduta de tratamento e até mesmo o encaminhamento para fisioterapia ou outros profissionais que possam te ajudar (já que o tratamento para a disfunção é multisciplinar).Espero ter ajudado, sorte no tratamento!À disposição",Disfunção da ATM,Fisioterapeuta,Diagnóstico
2931,"Tenho varios estalos no maxilar quando abro a boca e também quando mastigo e sinto muita dor de ouvido sinto como se tivesse uma reção enorme,e a umas duas semanas apareceu um caroço atras da minha orelha pode ser ATM","Provável se tratar de um quadro de DTM (Disfunção Temporo-mandibular). A dor de ouvido e o caroço atrás da orelha podem apenas um nódulo muscular chamado Ponto-gatilho muscular. Pela descrição, parece ser um ponto-gatilho do músculo esternocleidomastóideo, que irradia a dor para dentro do ouvido. Procure por imagens na internet sobre esse ponto e verá se o padrão de irradiação da dor é semelhante ao seu.",Disfunção da ATM,Neurologista,Diagnóstico
2932,deslocamento de discos articulares com recaptura é possível tratar com fisioterapia..?,"O tratamento das disfunções da ATM são tratados multidisciplinarmente, fisioterapeutas e dentistas especialistas da disfunção trabalham em sintonia. O conjunto da placa oclusal pra reposicionamento mais a fisioterapia para avaliar e identificar os músculos fracos e fortalecê-los, além de treinos proprioceptivos tem se tornado bem eficaz.Procure sempre um profissional capacitado.",Disfunção da ATM,Fisioterapeuta,Tratamento
2933,deslocamento de discos articulares com recaptura é possível tratar com fisioterapia..?,A fisioterapia é uma excelente coadjuvante no tratamento..mas quando buscamos um tratamento anti-etiológico ou seja que realmente trate a causa dos problemas é fundamanetal a presença do especialista em Patologia da ATM para o correto diagnóstico.,Disfunção da ATM,"Dentista, Cirurgião buco-maxilo-facial",Tratamento
2934,deslocamento de discos articulares com recaptura é possível tratar com fisioterapia..?,"Olá fisioterapia faz parte sim do tratamento, porém em alguns casos podemos associar uma intervenção odontológica com uma placa oclusal reposicionadora na qual sua mandíbula é mantida na posição de recaptura do disco.Procure um dentista que trabalhe com DTM.Boa sorte!",Disfunção da ATM,Dentista,Tratamento
2935,deslocamento de discos articulares com recaptura é possível tratar com fisioterapia..?,"Olá, a fisioterapia está descrita na literatura como excelente terapêutica para dor articular e redução de amplitude de movimentação da mandíbula.No entanto, ela não está descrita como tratamento definitivo.Ajuste oclusal e uso de placa miorrelaxante são fundamentais.Tratamentos conservadores como artrocentese e infiltrações tem eficácia comprovada no tratamento menos invasivo de deslocamento de disco com recaptura.",Disfunção da ATM,Cirurgião buco-maxilo-facial,Tratamento
2936,deslocamento de discos articulares com recaptura é possível tratar com fisioterapia..?,"O deslocamento com redução pode ser tratado com fisioterapia associada ao acompanhamento de um especialista em DTM, em alguns caso tem uma melhora do quadro.",Disfunção da ATM,Cirurgião buco-maxilo-facial,Tratamento
2937,"Minha mandíbula vem estalando com bastante frequência, principalmente nos momentos no qual mastigo algo. Devo procurar um especialista? Neste caso, qual seria?","Olá. Você deve procurar um especialista em DTM e Dor Orofacial a fim de mais do que diagnosticar esse sinal, pois usualmente tem uma causa bem definida em relação ao disco articular, investigar se há algum problema silencioso como degeneração ou possível travamento. Procure no site SBDOF profissional capacitado.",Disfunção da ATM,"Cirurgião buco-maxilo-facial, Dentista",Escolha de profissionais de saúde
2938,"Minha mandíbula vem estalando com bastante frequência, principalmente nos momentos no qual mastigo algo. Devo procurar um especialista? Neste caso, qual seria?",Um Cirurgião Buco Maxilo Facial ou especialista em DTM (casos não cirúrgicos),Disfunção da ATM,Dentista,Escolha de profissionais de saúde
